user_played, instrument_name, velocity, pitch, start (s), end (s)
FALSE,piano,102,35,9.833333333,9.9
FALSE,piano,102,46,9.833333333,9.90625
TRUE,violin,93,59,10,10.16666667
TRUE,violin,107,62,10,10.16666667
TRUE,violin,98,67,10,10.16666667
FALSE,piano,113,46,10,10.17083333
FALSE,piano,119,35,10,10.32708333
TRUE,violin,80,59,10.16666667,10.33333333
TRUE,violin,93,67,10.16666667,10.33333333
TRUE,violin,93,62,10.16666667,10.33333333
TRUE,violin,93,67,10.33333333,10.5
TRUE,violin,98,62,10.33333333,10.5
TRUE,violin,93,59,10.33333333,10.5
TRUE,violin,89,59,10.5,10.66666667
TRUE,violin,89,62,10.5,10.66666667
TRUE,violin,80,67,10.5,10.66666667
FALSE,piano,107,42,10.5,10.60416667
FALSE,piano,113,39,10.5,10.63958333
TRUE,violin,89,59,10.66666667,10.83333333
TRUE,violin,89,62,10.66666667,10.83333333
TRUE,violin,89,67,10.66666667,10.83333333
TRUE,violin,93,62,10.83333333,11
TRUE,violin,89,67,10.83333333,11
TRUE,violin,93,59,10.83333333,11
FALSE,piano,107,46,10.83333333,10.90625
TRUE,violin,107,62,11,11.16666667
TRUE,violin,102,67,11,11.16666667
TRUE,violin,107,59,11,11.16666667
FALSE,piano,107,46,11,11.17708333
FALSE,flute,102,86,11.33333333,11.44791667
FALSE,flute,127,91,11.5,11.79583333
FALSE,piano,113,42,11.5,11.60416667
FALSE,piano,113,39,11.5,11.64583333
FALSE,flute,127,88,11.83333333,12
FALSE,piano,113,35,11.83333333,11.9
FALSE,piano,119,46,11.83333333,11.90625
FALSE,piano,113,46,12,12.22291667
FALSE,piano,113,35,12,12.37916667
TRUE,violin,102,60,12.5,12.66666667
TRUE,violin,102,69,12.5,12.66666667
TRUE,violin,113,64,12.5,12.66666667
FALSE,piano,102,42,12.5,12.59791667
FALSE,piano,107,39,12.5,12.63958333
TRUE,violin,93,60,12.66666667,12.83333333
TRUE,violin,93,64,12.66666667,12.83333333
TRUE,violin,93,69,12.66666667,12.83333333
TRUE,violin,98,60,12.83333333,13
TRUE,violin,93,64,12.83333333,13
TRUE,violin,85,69,12.83333333,13
FALSE,piano,113,46,12.83333333,12.90625
TRUE,violin,98,62,13,13.16666667
TRUE,violin,102,71,13,13.16666667
TRUE,violin,98,66,13,13.16666667
FALSE,piano,107,46,13,13.15
TRUE,violin,93,66,13.16666667,13.33333333
TRUE,violin,102,71,13.16666667,13.33333333
TRUE,violin,102,62,13.16666667,13.33333333
TRUE,violin,93,66,13.33333333,13.5
TRUE,violin,93,62,13.33333333,13.5
TRUE,violin,89,71,13.33333333,13.5
TRUE,violin,93,71,13.5,13.66666667
TRUE,violin,98,62,13.5,13.66666667
TRUE,violin,93,66,13.5,13.66666667
FALSE,piano,102,42,13.5,13.57291667
FALSE,piano,107,39,13.5,13.64583333
TRUE,violin,76,66,13.66666667,13.83333333
TRUE,violin,89,62,13.66666667,13.83333333
TRUE,violin,93,71,13.66666667,13.83333333
TRUE,violin,85,66,13.83333333,14
TRUE,violin,93,71,13.83333333,14
TRUE,violin,85,62,13.83333333,14
FALSE,piano,107,35,13.83333333,13.90625
FALSE,piano,113,46,13.83333333,13.91041667
TRUE,violin,107,59,14,14.16666667
TRUE,violin,98,67,14,14.16666667
TRUE,violin,107,62,14,14.16666667
FALSE,piano,98,46,14,14.10833333
FALSE,piano,127,35,14,14.26458333
FALSE,flute,127,97,14.45833333,14.56666667
FALSE,flute,127,98,14.5,14.6875
FALSE,piano,113,39,14.5,14.63541667
FALSE,piano,127,40,14.5,14.74375
TRUE,violin,119,62,15,15.16666667
TRUE,violin,113,67,15,15.16666667
TRUE,violin,119,59,15,15.33333333
FALSE,piano,94,40,15.45833333,15.5
FALSE,flute,127,97,15.48333333,15.5875
FALSE,flute,127,98,15.5,15.68125
FALSE,piano,127,40,15.5,15.64583333
FALSE,piano,113,39,15.5,15.64583333
FALSE,flute,127,97,15.95833333,16.07708333
FALSE,flute,127,98,16,16.21875
FALSE,piano,127,40,16,16.13958333
TRUE,violin,113,59,16.5,16.66666667
TRUE,violin,119,62,16.5,16.66666667
TRUE,violin,107,67,16.5,16.66666667
FALSE,piano,119,39,16.5,16.65625
TRUE,violin,107,59,17,17.33333333
TRUE,violin,113,67,17,17.33333333
TRUE,violin,119,62,17,17.33333333
FALSE,piano,94,40,17.41666667,17.45833333
FALSE,piano,94,40,17.45833333,17.5
FALSE,piano,113,39,17.5,17.66666667
FALSE,piano,127,40,17.5,17.68125
FALSE,trumpet,108,61,17.83333333,18
FALSE,saxophone,113,58,17.83333333,18
FALSE,trombone,122,54,17.83333333,18
FALSE,bass-electric,127,76,17.87916667,17.99375
FALSE,trumpet,104,62,18,18.33333333
FALSE,saxophone,113,59,18,18.33333333
FALSE,trombone,117,55,18,18.33333333
FALSE,piano,107,35,18,18.17708333
FALSE,bass-electric,127,77,18.05625,18.25
FALSE,bass-electric,127,77,18.36458333,18.5625
FALSE,piano,80,35,18.5,18.61875
FALSE,piano,119,37,18.5,18.625
FALSE,piano,113,39,18.5,18.63541667
FALSE,bass-electric,127,76,18.51458333,18.91041667
FALSE,piano,113,37,18.83333333,19
FALSE,piano,107,39,18.83333333,19.00416667
FALSE,piano,107,35,18.83333333,19.11875
FALSE,bass-electric,127,74,19.02083333,19.45208333
FALSE,piano,127,37,19.5,19.61875
FALSE,piano,102,35,19.5,19.63541667
FALSE,piano,127,39,19.5,19.63958333
FALSE,bass-electric,127,76,19.52083333,19.8125
FALSE,piano,107,35,20,20.17708333
FALSE,bass-electric,127,77,20.03541667,20.3375
FALSE,bass-electric,127,74,20.36458333,20.49375
FALSE,piano,119,37,20.5,20.61875
FALSE,piano,80,35,20.5,20.61875
FALSE,piano,119,39,20.5,20.62916667
FALSE,bass-electric,127,76,20.51458333,20.90625
FALSE,piano,113,37,20.83333333,20.97291667
FALSE,piano,107,39,20.83333333,21
FALSE,piano,107,35,20.83333333,21.11875
FALSE,bass-electric,127,74,20.86458333,21.23958333
FALSE,piano,127,37,21.5,21.62916667
FALSE,piano,102,35,21.5,21.63541667
FALSE,piano,119,39,21.5,21.64583333
FALSE,bass-electric,127,77,21.82708333,22
FALSE,trumpet,104,61,21.83333333,22
FALSE,saxophone,113,58,21.83333333,22
FALSE,trombone,122,54,21.83333333,22
FALSE,trumpet,108,62,22,22.33333333
FALSE,saxophone,117,59,22,22.33333333
FALSE,trombone,122,55,22,22.33333333
FALSE,piano,107,35,22,22.13958333
FALSE,bass-electric,127,77,22.32291667,22.51041667
FALSE,piano,119,39,22.5,22.60416667
FALSE,piano,119,37,22.5,22.60833333
FALSE,piano,98,35,22.5,22.62916667
FALSE,bass-electric,127,76,22.52083333,23.04166667
FALSE,piano,113,37,22.83333333,22.98333333
FALSE,piano,107,35,22.83333333,22.99375
FALSE,piano,93,39,22.83333333,23.01041667
FALSE,bass-electric,127,74,22.98333333,23.15
FALSE,bass-electric,127,74,23.28541667,23.41041667
FALSE,bass-electric,127,70,23.48958333,23.84791667
FALSE,piano,107,35,23.5,23.63541667
FALSE,piano,127,37,23.5,23.63958333
FALSE,piano,113,39,23.5,23.65625
FALSE,piano,107,35,24,24.14583333
FALSE,bass-electric,127,69,24.00416667,24.20833333
FALSE,bass-electric,127,67,24.3375,24.45208333
FALSE,piano,113,39,24.5,24.625
FALSE,piano,119,37,24.5,24.62916667
FALSE,piano,85,35,24.5,24.62916667
FALSE,bass-electric,127,67,24.525,24.8125
FALSE,piano,113,37,24.83333333,24.97291667
FALSE,piano,107,39,24.83333333,24.98958333
FALSE,piano,107,35,24.83333333,25.01041667
FALSE,bass-electric,127,67,24.86458333,25.12916667
FALSE,piano,107,35,25.5,25.65
FALSE,piano,127,39,25.5,25.65
FALSE,piano,127,37,25.5,25.65
FALSE,bass-electric,127,77,25.80208333,26.1875
FALSE,trumpet,108,61,25.83333333,26
FALSE,saxophone,117,58,25.83333333,26
FALSE,trombone,127,54,25.83333333,26
FALSE,trumpet,113,62,26,26.33333333
FALSE,saxophone,117,59,26,26.33333333
FALSE,trombone,108,55,26,26.33333333
FALSE,piano,113,35,26,26.13541667
FALSE,bass-electric,127,77,26.3375,26.57708333
FALSE,piano,113,39,26.5,26.60833333
FALSE,piano,119,37,26.5,26.625
FALSE,piano,98,35,26.5,26.625
FALSE,bass-electric,127,76,26.53541667,26.87916667
FALSE,piano,119,37,26.83333333,26.9625
FALSE,piano,107,35,26.83333333,26.99375
FALSE,piano,107,39,26.83333333,26.99375
FALSE,bass-electric,127,74,27.01458333,27.37916667
FALSE,piano,107,35,27.5,27.63958333
FALSE,piano,127,37,27.5,27.65625
FALSE,piano,119,39,27.5,27.67083333
FALSE,bass-electric,127,76,27.50416667,27.88958333
FALSE,piano,107,35,28,28.13958333
FALSE,bass-electric,127,77,28.03541667,28.42708333
FALSE,piano,107,39,28.5,28.5875
FALSE,piano,127,37,28.5,28.61458333
FALSE,piano,98,35,28.5,28.61458333
FALSE,bass-electric,127,76,28.51458333,28.90625
FALSE,piano,113,37,28.83333333,28.97916667
FALSE,piano,102,39,28.83333333,28.98958333
FALSE,piano,107,35,28.83333333,28.98958333
FALSE,bass-electric,127,74,29,29.32708333
FALSE,piano,127,37,29.5,29.64583333
FALSE,piano,107,35,29.5,29.65625
FALSE,piano,119,39,29.5,29.66041667
FALSE,bass-electric,127,77,29.81666667,30
FALSE,trumpet,113,61,29.83333333,30
FALSE,saxophone,122,58,29.83333333,30
FALSE,trombone,127,54,29.83333333,30
FALSE,trumpet,108,62,30,30.33333333
FALSE,saxophone,113,59,30,30.33333333
FALSE,trombone,127,55,30,30.33333333
FALSE,piano,107,35,30,30.13541667
FALSE,bass-electric,127,77,30.30208333,30.50416667
FALSE,bass-electric,127,76,30.5,30.69166667
FALSE,piano,113,39,30.5,30.60416667
FALSE,piano,119,37,30.5,30.60833333
FALSE,piano,98,35,30.5,30.61458333
FALSE,bass-electric,127,76,30.8125,31.08333333
FALSE,piano,119,37,30.83333333,30.9625
FALSE,piano,98,39,30.83333333,30.98958333
FALSE,piano,107,35,30.83333333,30.99375
FALSE,bass-electric,127,74,31,31.25
FALSE,bass-electric,127,74,31.33333333,31.5
FALSE,piano,127,37,31.5,31.64583333
FALSE,piano,113,39,31.5,31.65
FALSE,piano,107,35,31.5,31.65
FALSE,bass-electric,127,70,31.51041667,31.92083333
FALSE,piano,107,35,32,32.13541667
FALSE,bass-electric,127,69,32.01041667,32.34375
FALSE,piano,99,40,32.5,32.57708333
FALSE,piano,113,39,32.5,32.59791667
FALSE,piano,98,35,32.5,32.60416667
FALSE,bass-electric,127,67,32.50416667,32.8375
FALSE,piano,102,40,32.66666667,32.775
FALSE,piano,105,40,32.83333333,32.90625
FALSE,piano,107,39,32.83333333,32.98333333
FALSE,bass-electric,127,67,33,33.5
FALSE,piano,108,40,33,33.09375
FALSE,piano,107,35,33,33.16041667
FALSE,piano,111,40,33.16666667,33.2125
FALSE,piano,114,40,33.33333333,33.4
FALSE,piano,117,40,33.5,33.60833333
FALSE,piano,113,35,33.5,33.63958333
FALSE,piano,113,39,33.5,33.65625
FALSE,bass-electric,127,69,33.51041667,33.78125
FALSE,piano,120,40,33.66666667,33.74375
FALSE,bass-electric,127,70,33.82708333,34.07708333
FALSE,piano,124,40,33.83333333,33.91666667
FALSE,bass-electric,102,36,34,34.42708333
FALSE,piano,98,35,34,34.14583333
FALSE,bass-electric,127,69,34.03125,34.3375
FALSE,bass-electric,89,60,34.33333333,34.47291667
FALSE,bass-electric,85,52,34.33333333,34.47291667
FALSE,bass-electric,85,58,34.33333333,34.47916667
FALSE,bass-electric,127,67,34.3375,34.5875
FALSE,bass-electric,98,40,34.5,34.9375
FALSE,piano,119,54,34.5,34.65625
FALSE,piano,98,35,34.5,34.66666667
FALSE,piano,119,39,34.5,34.69166667
FALSE,piano,127,44,34.5,34.72291667
FALSE,piano,127,40,34.5,34.78125
FALSE,bass-electric,56,52,34.83333333,34.94791667
FALSE,bass-electric,68,60,34.83333333,34.95833333
FALSE,bass-electric,57,58,34.83333333,34.9625
TRUE,violin,107,67,35,35.16666667
TRUE,violin,107,64,35,35.16666667
TRUE,violin,127,60,35,35.16666667
FALSE,bass-electric,85,43,35,35.47916667
FALSE,piano,93,35,35,35.12916667
FALSE,bass-electric,55,58,35.33333333,35.44791667
FALSE,bass-electric,59,60,35.33333333,35.44791667
FALSE,bass-electric,51,52,35.33333333,35.45833333
FALSE,bass-electric,89,40,35.5,35.99375
FALSE,piano,85,35,35.5,35.63541667
FALSE,piano,119,54,35.5,35.65625
FALSE,piano,119,39,35.5,35.66666667
FALSE,piano,127,44,35.5,35.67083333
FALSE,piano,119,40,35.5,35.68125
FALSE,bass-electric,64,60,35.83333333,35.95208333
FALSE,bass-electric,52,58,35.83333333,35.95833333
FALSE,bass-electric,56,52,35.83333333,35.97291667
TRUE,violin,119,64,36,36.16666667
TRUE,violin,127,60,36,36.16666667
TRUE,violin,113,67,36,36.16666667
FALSE,bass-electric,89,36,36,36.4375
FALSE,piano,89,35,36,36.14583333
FALSE,bass-electric,64,60,36.33333333,36.42083333
FALSE,bass-electric,55,58,36.33333333,36.43125
FALSE,bass-electric,62,52,36.33333333,36.43125
FALSE,bass-electric,93,40,36.5,36.97291667
FALSE,piano,89,35,36.5,36.62916667
FALSE,piano,113,54,36.5,36.64583333
FALSE,piano,127,44,36.5,36.65625
FALSE,piano,107,39,36.5,36.67708333
FALSE,piano,127,40,36.5,36.68125
TRUE,violin,107,67,36.83333333,37
TRUE,violin,107,64,36.83333333,37
TRUE,violin,127,60,36.83333333,37
FALSE,bass-electric,64,60,36.83333333,36.91041667
FALSE,bass-electric,56,58,36.83333333,36.92708333
FALSE,bass-electric,64,52,36.83333333,36.9375
FALSE,bass-electric,89,43,37,37.52083333
FALSE,piano,93,35,37,37.09791667
FALSE,bass-electric,76,60,37.33333333,37.44166667
FALSE,bass-electric,52,58,37.33333333,37.44791667
FALSE,bass-electric,56,52,37.33333333,37.45833333
FALSE,bass-electric,93,40,37.5,37.87916667
FALSE,piano,93,35,37.5,37.60416667
FALSE,piano,119,39,37.5,37.63958333
FALSE,piano,119,54,37.5,37.64583333
FALSE,piano,127,40,37.5,37.65625
FALSE,piano,127,44,37.5,37.65625
FALSE,bass-electric,127,69,37.55208333,37.87916667
FALSE,bass-electric,72,60,37.83333333,37.91666667
FALSE,bass-electric,80,52,37.83333333,37.92083333
FALSE,bass-electric,76,58,37.83333333,37.92708333
FALSE,bass-electric,127,70,37.87916667,38.09375
FALSE,bass-electric,89,31,38,38.4
FALSE,piano,89,35,38,38.10833333
FALSE,bass-electric,127,69,38.05208333,38.38958333
FALSE,bass-electric,80,62,38.33333333,38.45833333
FALSE,bass-electric,57,53,38.33333333,38.4625
FALSE,bass-electric,76,59,38.33333333,38.46875
FALSE,bass-electric,127,67,38.35833333,38.5625
FALSE,bass-electric,102,35,38.5,38.94166667
FALSE,piano,80,35,38.5,38.59375
FALSE,piano,113,39,38.5,38.63958333
FALSE,piano,127,44,38.5,38.63958333
FALSE,piano,113,54,38.5,38.65625
FALSE,piano,127,40,38.5,38.67083333
FALSE,bass-electric,56,59,38.83333333,38.93125
FALSE,bass-electric,62,62,38.83333333,38.94791667
FALSE,bass-electric,51,53,38.83333333,38.94791667
TRUE,violin,98,67,39,39.16666667
TRUE,violin,107,62,39,39.16666667
TRUE,violin,119,59,39,39.16666667
FALSE,bass-electric,93,38,39,39.51041667
FALSE,piano,89,35,39,39.10833333
FALSE,bass-electric,56,59,39.33333333,39.45208333
FALSE,bass-electric,62,62,39.33333333,39.45833333
FALSE,bass-electric,47,53,39.33333333,39.47916667
FALSE,bass-electric,89,35,39.5,39.99375
FALSE,piano,127,44,39.5,39.61458333
FALSE,piano,89,35,39.5,39.61875
FALSE,piano,113,39,39.5,39.63958333
FALSE,piano,113,54,39.5,39.64583333
FALSE,piano,127,40,39.5,39.67708333
FALSE,bass-electric,57,59,39.83333333,39.94166667
FALSE,bass-electric,60,62,39.83333333,39.95208333
FALSE,bass-electric,50,53,39.83333333,39.95208333
FALSE,bass-electric,89,31,40,40.39583333
FALSE,piano,80,35,40,40.09791667
FALSE,bass-electric,62,59,40.33333333,40.44166667
FALSE,bass-electric,64,62,40.33333333,40.45833333
FALSE,bass-electric,52,53,40.33333333,40.45833333
TRUE,violin,98,67,40.5,40.66666667
TRUE,violin,113,59,40.5,40.66666667
TRUE,violin,107,62,40.5,40.66666667
FALSE,bass-electric,93,35,40.5,40.9625
FALSE,piano,76,35,40.5,40.60833333
FALSE,piano,127,44,40.5,40.62916667
FALSE,piano,119,39,40.5,40.63541667
FALSE,piano,107,54,40.5,40.65
FALSE,piano,127,40,40.5,40.67083333
TRUE,violin,107,67,40.66666667,40.83333333
TRUE,violin,119,62,40.66666667,40.83333333
TRUE,violin,93,59,40.66666667,40.83333333
TRUE,violin,107,59,40.83333333,41
TRUE,violin,62,67,40.83333333,41
TRUE,violin,93,62,40.83333333,41
FALSE,bass-electric,62,59,40.83333333,40.93125
FALSE,bass-electric,76,62,40.83333333,40.9375
FALSE,bass-electric,59,53,40.83333333,40.95208333
TRUE,violin,89,59,41,41.16666667
TRUE,violin,94,67,41,41.16666667
TRUE,violin,94,62,41,41.16666667
FALSE,bass-electric,93,38,41,41.51458333
FALSE,piano,93,35,41,41.10833333
FALSE,bass-electric,68,59,41.33333333,41.4375
FALSE,bass-electric,57,53,41.33333333,41.44166667
FALSE,bass-electric,76,62,41.33333333,41.44166667
FALSE,bass-electric,107,35,41.5,41.78125
FALSE,piano,93,35,41.5,41.61875
FALSE,piano,127,44,41.5,41.64583333
FALSE,piano,119,39,41.5,41.65
FALSE,piano,113,54,41.5,41.66041667
FALSE,piano,127,40,41.5,41.67083333
FALSE,bass-electric,127,72,41.775,42.42708333
FALSE,bass-electric,52,59,41.83333333,41.89583333
FALSE,bass-electric,76,62,41.83333333,41.95208333
FALSE,bass-electric,59,53,41.83333333,41.9625
TRUE,violin,94,62,42,45.5
TRUE,violin,94,66,42,45.5
TRUE,violin,94,69,42,45.5
FALSE,bass-electric,93,38,42,42.50416667
FALSE,piano,89,35,42,42.13541667
FALSE,bass-electric,62,62,42.33333333,42.41041667
FALSE,bass-electric,76,60,42.33333333,42.46875
FALSE,bass-electric,60,54,42.33333333,42.47291667
FALSE,bass-electric,76,42,42.5,42.9375
FALSE,piano,89,35,42.5,42.62916667
FALSE,piano,127,44,42.5,42.63958333
FALSE,piano,113,39,42.5,42.65
FALSE,piano,113,54,42.5,42.65
FALSE,piano,127,40,42.5,42.65
FALSE,bass-electric,127,72,42.52083333,42.63541667
FALSE,bass-electric,127,72,42.80208333,42.90625
FALSE,bass-electric,51,62,42.83333333,42.91041667
FALSE,bass-electric,50,54,42.83333333,42.95833333
FALSE,bass-electric,62,60,42.83333333,42.97291667
FALSE,bass-electric,127,72,42.98333333,43.22291667
FALSE,bass-electric,76,45,43,43.47916667
FALSE,piano,85,35,43,43.11458333
FALSE,bass-electric,127,72,43.30625,43.44166667
FALSE,bass-electric,60,62,43.33333333,43.4375
FALSE,bass-electric,62,54,43.33333333,43.45208333
FALSE,bass-electric,76,60,43.33333333,43.45833333
FALSE,bass-electric,127,72,43.5,43.62916667
FALSE,bass-electric,93,42,43.5,43.95833333
FALSE,piano,89,35,43.5,43.61875
FALSE,piano,113,54,43.5,43.65
FALSE,piano,127,44,43.5,43.65
FALSE,piano,113,39,43.5,43.66666667
FALSE,piano,119,40,43.5,43.6875
FALSE,bass-electric,127,72,43.81666667,43.90625
FALSE,bass-electric,53,62,43.83333333,43.92083333
FALSE,bass-electric,56,54,43.83333333,43.95208333
FALSE,bass-electric,72,60,43.83333333,43.95208333
FALSE,bass-electric,127,74,44,44.21875
FALSE,bass-electric,89,38,44,44.42083333
FALSE,piano,93,35,44,44.12916667
FALSE,bass-electric,127,74,44.32291667,44.54583333
FALSE,bass-electric,51,62,44.33333333,44.43125
FALSE,bass-electric,55,54,44.33333333,44.44791667
FALSE,bass-electric,72,60,44.33333333,44.45833333
FALSE,bass-electric,93,36,44.5,45.01041667
FALSE,piano,93,35,44.5,44.62916667
FALSE,piano,127,44,44.5,44.64583333
FALSE,piano,119,39,44.5,44.66041667
FALSE,piano,127,40,44.5,44.66666667
FALSE,piano,113,54,44.5,44.67083333
FALSE,bass-electric,127,72,44.53125,44.77083333
FALSE,bass-electric,127,74,44.8125,45.00416667
FALSE,bass-electric,57,62,44.83333333,44.94166667
FALSE,bass-electric,55,54,44.83333333,44.94791667
FALSE,bass-electric,68,60,44.83333333,44.96875
FALSE,bass-electric,93,35,45,45.4375
FALSE,piano,98,35,45,45.125
FALSE,bass-electric,127,70,45.01041667,45.4375
FALSE,bass-electric,60,62,45.33333333,45.43125
FALSE,bass-electric,57,54,45.33333333,45.45208333
FALSE,bass-electric,76,60,45.33333333,45.45208333
FALSE,bass-electric,127,69,45.49375,45.65625
FALSE,bass-electric,89,33,45.5,45.95833333
FALSE,piano,89,35,45.5,45.61875
FALSE,piano,127,44,45.5,45.63958333
FALSE,piano,127,40,45.5,45.65
FALSE,piano,113,54,45.5,45.66666667
FALSE,piano,113,39,45.5,45.67083333
FALSE,bass-electric,64,62,45.83333333,45.93125
FALSE,bass-electric,76,60,45.83333333,45.95208333
FALSE,bass-electric,62,54,45.83333333,45.95208333
FALSE,bass-electric,127,67,45.85416667,47.7125
FALSE,bass-electric,107,31,46,46.42083333
FALSE,piano,93,35,46,46.10833333
FALSE,bass-electric,64,55,46.33333333,46.44791667
FALSE,bass-electric,53,50,46.33333333,46.45208333
FALSE,bass-electric,76,59,46.33333333,46.47291667
